# We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
# All Submitters of data may be contacted directly via www.gisaid.org
Accession ID	Virus Name	Location	Collection Date	Originating Laboratory	Submitting Laboratory	Authors
EPI_ISL_421229	hCoV-19/Hangzhou/HZCDC0090L/2020	Asia / China / Hangzhou	1/21/20	Hangzhou Center for Diseases Control and Prevention	Hangzhou Center for Diseases Control and Prevention	Jun Li, Haoqiu Wang, Lingfeng Mao, Hua Yu, Xinfen Yu, Zhou Sun, Xin Qian, Shuchang Chen, Junfang Chen, Xuchu Wang
EPI_ISL_421227	hCoV-19/Hangzhou/HZCDC0091L/2020	Asia / China / Hangzhou	1/21/20	Hangzhou Center for Diseases Control and Prevention	Hangzhou Center for Diseases Control and Prevention	Jun Li, Haoqiu Wang, Lingfeng Mao, Hua Yu, Xinfen Yu, Zhou Sun, Xin Qian, Shuchang Chen, Junfang Chen, Xuchu Wang
EPI_ISL_421226	hCoV-19/Hangzhou/HZCDC0119/2020	Asia / China / Hangzhou	1/22/20	Hangzhou Center for Diseases Control and Prevention	Hangzhou Center for Diseases Control and Prevention	Jun Li, Haoqiu Wang, Lingfeng Mao, Hua Yu, Xinfen Yu, Zhou Sun, Xin Qian, Shuchang Chen, Junfang Chen, Xuchu Wang
EPI_ISL_421261	hCoV-19/Nanchang/JX176/2020	Asia / China / Jiangxi / Nanchang	1/29/20	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li,Ying Xiong,Tian Gong,Yong Shi,Jun Zhou,Fang Xiao,ShiWen Liu,XiaoQing Liu,Gang Xu,DaJin Xiao,Xin Ran,YanNi Zhang
EPI_ISL_421262	hCoV-19/Nanchang/JX155/2020	Asia / China / Jiangxi / Nanchang	1/29/20	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li,Ying Xiong,Tian Gong,Yong Shi,Jun Zhou,Fang Xiao,ShiWen Liu,XiaoQing Liu,Gang Xu,DaJin Xiao,Xin Ran,YanNi Zhang
EPI_ISL_421260	hCoV-19/Xinyu/JX124/2020	Asia / China / Jiangxi / Xinyu	1/26/20	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li,Ying Xiong,Tian Gong,Yong Shi,Jun Zhou,Fang Xiao,ShiWen Liu,XiaoQing Liu,Gang Xu,DaJin Xiao,Xin Ran,YanNi Zhang
EPI_ISL_421258	hCoV-19/Shangrao/JX1974/2020	Asia / China / Jiangxi / Shangrao	2/8/20	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li,Ying Xiong,Tian Gong,Yong Shi,Jun Zhou,Fang Xiao,ShiWen Liu,XiaoQing Liu,Gang Xu,DaJin Xiao,Xin Ran,YanNi Zhang
EPI_ISL_421259	hCoV-19/Pingxiang/JX151/2020	Asia / China / Jiangxi / Pingxiang	1/27/20	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li,Ying Xiong,Tian Gong,Yong Shi,Jun Zhou,Fang Xiao,ShiWen Liu,XiaoQing Liu,Gang Xu,DaJin Xiao,Xin Ran,YanNi Zhang
EPI_ISL_421256	hCoV-19/Jian/JX169/2020	Asia / China / Jiangxi / Jian	1/27/20	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li,Ying Xiong,Tian Gong,Yong Shi,Jun Zhou,Fang Xiao,ShiWen Liu,XiaoQing Liu,Gang Xu,DaJin Xiao,Xin Ran,YanNi Zhang
EPI_ISL_421257	hCoV-19/Shangrao/JX1215/2020	Asia / China / Jiangxi / Shangrao	2/2/20	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li,Ying Xiong,Tian Gong,Yong Shi,Jun Zhou,Fang Xiao,ShiWen Liu,XiaoQing Liu,Gang Xu,DaJin Xiao,Xin Ran,YanNi Zhang
EPI_ISL_421254	hCoV-19/Shangrao/JX1178/2020	Asia / China / Jiangxi / Shangrao	2/3/20	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li,Ying Xiong,Tian Gong,Yong Shi,Jun Zhou,Fang Xiao,ShiWen Liu,XiaoQing Liu,Gang Xu,DaJin Xiao,Xin Ran,YanNi Zhang
EPI_ISL_421252	hCoV-19/Pingxiang/JX5/2020	Asia / China / Jiangxi / Pingxiang	1/11/20	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li,Ying Xiong,Tian Gong,Yong Shi,Jun Zhou,Fang Xiao,ShiWen Liu,XiaoQing Liu,Gang Xu,DaJin Xiao,Xin Ran,YanNi Zhang
EPI_ISL_421253	hCoV-19/Jian/JX129/2020	Asia / China / Jiangxi / Jian	1/26/20	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li,Ying Xiong,Tian Gong,Yong Shi,Jun Zhou,Fang Xiao,ShiWen Liu,XiaoQing Liu,Gang Xu,DaJin Xiao,Xin Ran,YanNi Zhang
EPI_ISL_421250	hCoV-19/Shangrao/JX1177/2020	Asia / China / Jiangxi / Shangrao	2/3/20	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li,Ying Xiong,Tian Gong,Yong Shi,Jun Zhou,Fang Xiao,ShiWen Liu,XiaoQing Liu,Gang Xu,DaJin Xiao,Xin Ran,YanNi Zhang
EPI_ISL_421251	hCoV-19/Shangrao/JX1176/2020	Asia / China / Jiangxi / Shangrao	2/3/20	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li,Ying Xiong,Tian Gong,Yong Shi,Jun Zhou,Fang Xiao,ShiWen Liu,XiaoQing Liu,Gang Xu,DaJin Xiao,Xin Ran,YanNi Zhang
EPI_ISL_421249	hCoV-19/Xinyu/JX122/2020	Asia / China / Jiangxi / Xinyu	1/25/20	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li,Ying Xiong,Tian Gong,Yong Shi,Jun Zhou,Fang Xiao,ShiWen Liu,XiaoQing Liu,Gang Xu,DaJin Xiao,Xin Ran,YanNi Zhang
EPI_ISL_421247	hCoV-19/Nanchang/JX149/2020	Asia / China / Jiangxi / Nanchang	1/27/20	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li,Ying Xiong,Tian Gong,Yong Shi,Jun Zhou,Fang Xiao,ShiWen Liu,XiaoQing Liu,Gang Xu,DaJin Xiao,Xin Ran,YanNi Zhang
EPI_ISL_421248	hCoV-19/Nanchang/JX39/2020	Asia / China / Jiangxi / Nanchang	1/23/20	Jiangxi Province Center for Disease Control and Prevention	Jiangxi Province Center for Disease Control and Prevention	JianXiong Li,Ying Xiong,Tian Gong,Yong Shi,Jun Zhou,Fang Xiao,ShiWen Liu,XiaoQing Liu,Gang Xu,DaJin Xiao,Xin Ran,YanNi Zhang
EPI_ISL_424909	hCoV-19/USA/MA_8933/2020	North America / USA / Massachusetts	3/5/20	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424908	hCoV-19/USA/MA_8932/2020	North America / USA / Massachusetts	3/5/20	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424907	hCoV-19/USA/VA_6171/2020	North America / USA / Virginia	3/6/20	VA-Division of Consolidated Laboratory Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424906	hCoV-19/USA/NY_1922/2020	North America / USA / New York	3/4/20	NYC Department of Health and Mental Hygiene	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424905	hCoV-19/USA/SC_3572/2020	North America / USA / South Carolina	3/5/20	SC Dept of Health and Env. Control-Bureau of Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424904	hCoV-19/USA/SC_3571/2020	North America / USA / South Carolina	3/7/20	SC Dept of Health and Env. Control-Bureau of Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424903	hCoV-19/USA/SC_3570/2020	North America / USA / South Carolina	3/7/20	SC Dept of Health and Env. Control-Bureau of Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424902	hCoV-19/USA/SC_3520/2020	North America / USA / South Carolina	3/5/20	SC Dept of Health and Env. Control-Bureau of Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424901	hCoV-19/USA/NJ_3201/2020	North America / USA / New Jersey	3/4/20	NJ Public Health and Environmental Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424900	hCoV-19/USA/IA_6390/2020	North America / USA / Iowa	3/7/20	IA State Hygienic Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_412912	hCoV-19/Germany/Baden-Wuerttemberg-1/2020	Europe / Germany / Baden-Wuerttemberg	2/25/20	State Health Office Baden-Wuerttemberg	Charité Universitätsmedizin Berlin, Institute of Virology	Victor M Corman, Julia Schneider, Barbara Mühlemann, Talitha Veith, Jörn Beheim-Schwarzbach, Terry Jones, Rainer Oehme, Silke Fischer, Christian Drosten
EPI_ISL_424920	hCoV-19/USA/MA_3653/2020	North America / USA / Massachusetts	3/6/20	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424919	hCoV-19/USA/MA_3642/2020	North America / USA / Massachusetts	3/7/20	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424918	hCoV-19/USA/MA_3626/2020	North America / USA / Massachusetts	3/6/20	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424917	hCoV-19/USA/MA_3623/2020	North America / USA / Massachusetts	3/6/20	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424916	hCoV-19/USA/MA_3616/2020	North America / USA / Massachusetts	3/6/20	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424915	hCoV-19/USA/MA_3614/2020	North America / USA / Massachusetts	3/6/20	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424914	hCoV-19/USA/MA_2652/2020	North America / USA / Massachusetts	3/6/20	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424913	hCoV-19/USA/MA_1355/2020	North America / USA / Massachusetts	3/5/20	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424912	hCoV-19/USA/MA_9889/2020	North America / USA / Massachusetts	3/4/20	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424911	hCoV-19/USA/MA_9704/2020	North America / USA / Massachusetts	3/4/20	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_424910	hCoV-19/USA/MA_9703/2020	North America / USA / Massachusetts	3/5/20	MA State Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Jing Zhang, Krista Queen, Anna Uehara, Yan Li, Haibin Wang, Mary S. Keckler, Alison S. Laufer Halpin, Christopher A. Elkins, Suxiang Tong
EPI_ISL_412970	hCoV-19/USA/WA2/2020	North America / USA / Washington / Snohomish County	2/24/20	Washington State Department of Health 	Seattle Flu Study 	Helen Chu, Michael Boeckh, Janet Englund, Michael Famulare, Barry Lutz, Deborah Nickerson, Mark Rieder, Lea Starita, Matthew Thompson, Jay Shendure, and Trevor Bedford
EPI_ISL_412972	hCoV-19/Mexico/CDMX-InDRE_01/2020	North America / Mexico / Mexico City	2/27/20	Instituto Nacional de Enfermedades Respiratorias	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	Ramirez-Gonzalez Ernesto, Garces-Ayala Fabiola, Araiza-Rodriguez Adnan, Mendieta-Condado Edgar, Rodriguez-Maldonado Abril, Wong-Arambula Claudia, Vazquez-Perez Joel, Martinez Arturo, Boukadida Celia, Munoz-Medina Esteban, Sanchez Alejandro, Isa Pavel, Taboada Blanca, Lopez Susana, Arias Carlos, Barrera-Badillo Gisela, Hernandez-Rivas Lucia, Lopez-Martinez Irma
EPI_ISL_412973	hCoV-19/Italy/CDG1/2020	Europe / Italy / Lombardy	2/20/20	Department of Infectious Diseases, Istituto Superiore di Sanità, Roma , Italy	Virology Laboratory, Scientific Department, Army Medical Center	Paola Stefanelli, Stefano Fiore, Antonella Marchi, Eleonora Benedetti, Concetta Fabiani, Giovanni Faggioni, Antonella Fortunato, Riccardo De Santis, Silvia Fillo, Anna Anselmo, Andrea Ciammaruconi, Stefano Palomba, Florigio Lista
EPI_ISL_412974	hCoV-19/Italy/SPL1/2020	Europe / Italy / Rome	1/29/20	Department of Infectious Diseases, Istituto Superiore di Sanità, Rome, Italy	Virology Laboratory, Scientific Department, Army Medical Center	Paola Stefanelli, Stefano Fiore, Antonella Marchi, Eleonora Benedetti, Concetta Fabiani, Giovanni Faggioni, Antonella Fortunato, Silvia Fillo, Riccardo De Santis, Andrea Ciammaruconi, Giancarlo Petralito, Filippo Molinari, Florigio Lista
EPI_ISL_412964	hCoV-19/Brazil/SPBR-01/2020	South America / Brazil / Sao Paulo / Sao Paulo	2/25/20	Hospital Israelita Albert Einstein	Instituto Adolfo Lutz Interdisciplinary Procedures Center Strategic Laboratory	Jaqueline Goes de Jesus, Claudio Tavares Sacchi, Daniela Bernardes Borges da Silva, Ingra Morales Claro, Flávia Cristina da Silva Sales, Claudia Regina Gonçalves, Joshua Quick, Maria do Carmo, Sampaio Tavares Timenetsky, Nicholas James Loman, Andrew Rambaut, Ester Cerdeira Sabino, Nuno Rodrigues Faria
EPI_ISL_412966	hCoV-19/China/IQTC01/2020	Asia / China / Guangdong / Guangzhou	2/5/20	unknown	Technology Centre, Guangzhou Customs	Shi,Y., Sun,J., Zheng,K., Huang,J. and Zhao,J.
EPI_ISL_412967	hCoV-19/China/IQTC02/2020	Asia / China / Guangzhou	1/29/20	unknown	Technology Centre, Guangzhou Customs	Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X. and Wang,Y.
EPI_ISL_412968	hCoV-19/Japan/Hu_DP_Kng_19-020/2020	Asia / Japan	2/10/20	unknown	Takayuki Hishiki Kanagawa Prefectural Institute of Public Health, Department of Microbiology	Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y. and Takasaki,T.
EPI_ISL_412969	hCoV-19/Japan/Hu_DP_Kng_19-027/2020	Asia / Japan	2/10/20	unknown	Takayuki Hishiki Kanagawa Prefectural Institute of Public Health, Department of Microbiology	Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y. and Takasaki,T.
EPI_ISL_410301	hCoV-19/Nepal/61/2020	Asia / Nepal / Kathmandu	1/13/20	National Influenza Centre, National Public Health Laboratory, Kathmandu, Nepal	The University of Hong Kong	Ranjit Sah , Runa Jha, Daniel Chu, Haogao Gu, Malik Peiris, Anup Bastola, Alfonso J. Rodriguez-Morales, Bibek Kumar Lal, Basu Dev Pandey, Leo Poon
EPI_ISL_408010	hCoV-19/USA/CA5/2020	North America / USA / California	1/29/20	California Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention 	Ying Tao, Krista Queen, Jing Zhang, Yan Li, Anna Uehara, Clinton Paden, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Shifaq Kamili, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong
EPI_ISL_412980	hCoV-19/Wuhan/HBCDC-HB-04/2020	Asia / China / Hubei / Wuhan	1/18/20	Union Hospital of Tongji Medical College, Huazhong University of Science and Technology	Hubei Provincial Center for Disease Control and Prevention	Bin Fang, Xiang Li, Xiao Yu, Linlin Liu, Bo Yang, Faxian Zhan, Guojun Ye, Xixiang Huo, Junqiang Xu, Bo Yu, Kun Cai, Jing Li, Yongzhong Jiang.
EPI_ISL_412981	hCoV-19/Wuhan/HBCDC-HB-05/2020	Asia / China / Hubei / Wuhan	1/18/20	CR&WISCO GENERAL HOSPITAL	Hubei Provincial Center for Disease Control and Prevention	Bin Fang, Xiang Li, Xiao Yu, Linlin Liu, Bo Yang, Faxian Zhan, Guojun Ye, Xixiang Huo, Junqiang Xu, Bo Yu, Kun Cai, Jing Li, Yongzhong Jiang.
EPI_ISL_412982	hCoV-19/Wuhan/HBCDC-HB-06/2020	Asia / China / Hubei / Wuhan	2/7/20	Wuhan Lung Hospital	Hubei Provincial Center for Disease Control and Prevention	Bin Fang, Xiang Li, Xiao Yu, Linlin Liu, Bo Yang, Faxian Zhan, Guojun Ye, Xixiang Huo, Junqiang Xu, Bo Yu, Kun Cai, Jing Li, Yongzhong Jiang.
EPI_ISL_412983	hCoV-19/Tianmen/HBCDC-HB-07/2020	Asia / China / Hubei / Tianmen	2/8/20	Tianmen Center for Disease Control and Prevention	Hubei Provincial Center for Disease Control and Prevention	Bin Fang, Xiang Li, Xiao Yu, Linlin Liu, Bo Yang, Faxian Zhan, Guojun Ye, Xixiang Huo, Junqiang Xu, Bo Yu, Kun Cai, Jing Li, YiFa Zhu, Yangyang Tao,Xierong Li,Yongzhong Jiang.
EPI_ISL_412975	hCoV-19/Australia/NSW05/2020	Oceania / Australia / New South Wales / Sydney	2/28/20	Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S, Carter I, Rahman H, Holmes EC, Rockett R, O’Sullivan MV, Sintchenko V, Chen SC, Maddocks S, Kok J and Dwyer DE for the 2019-nCoV Study Group
